Dose,Mean,Time,Kurtosis,Cell,Skew,Date,Variance,Ligand
0.115226,658.9912,4.0,23.086138,CD8,2.3041875,2019-3-15,1493284.4,IL15
0.038409,117.536865,4.0,31.778034,CD8,2.6221528,2019-3-15,823849.2,IL15
0.012803,0.0,4.0,2.0044718,CD8,0.75175816,2019-3-15,619653.9,IL15
0.004268,102.62842,4.0,6.257429,CD8,1.2747638,2019-3-15,778035.2,IL15
0.001423,9.245361,4.0,0.6749184,CD8,0.51381075,2019-3-15,624205.25,IL15
0.000474,296.94043,4.0,5.0907803,CD8,0.9168075,2019-3-15,772937.5,IL15
84.0,5897.276,2.0,1.3985605,NK,0.4834953,2019-3-15,9478667.0,IL15
28.0,1750.2227,2.0,-0.7279699,NK,-0.22475155,2019-3-15,3031043.8,IL15
9.333333,5392.857,2.0,2.069786,NK,0.62343436,2019-3-15,9989174.0,IL15
3.111,5513.318,2.0,0.8233092,NK,0.46876258,2019-3-15,10272174.0,IL15
1.037037,5016.2114,2.0,4.33082,NK,1.1286355,2019-3-15,7959831.5,IL15
0.345679,2463.0273,2.0,3.032021,NK,0.9917084,2019-3-15,4329586.0,IL15
0.115226,374.67725,2.0,1.6135125,NK,1.0025387,2019-3-15,1988418.0,IL15
0.038409,148.35352,2.0,2.5688882,NK,1.3718333,2019-3-15,2528638.8,IL15
0.012803,0.0,2.0,2.7783766,NK,1.3710861,2019-3-15,2306863.0,IL15
0.004268,168.64795,2.0,1.7460399,NK,0.9267755,2019-3-15,1933357.1,IL15
0.001423,142.17188,2.0,1.0145597,NK,0.9268065,2019-3-15,2116661.5,IL15
0.000474,442.2622,2.0,0.7668493,NK,0.7105584,2019-3-15,2362096.0,IL15
84.0,8506.354,2.0,0.95111394,CD8,0.6827376,2019-3-15,38520844.0,IL15
28.0,11311.107,2.0,17.379192,CD8,3.9920697,2019-3-15,525214080.0,IL15
9.333333,8788.051,2.0,2.5470238,CD8,0.80950105,2019-3-15,39202404.0,IL15
3.111,8204.148,2.0,1.8356805,CD8,0.7871711,2019-3-15,34092644.0,IL15
1.037037,5297.8125,2.0,2.1839232,CD8,1.0717257,2019-3-15,18203290.0,IL15
0.345679,1181.4148,2.0,17.234425,CD8,2.672607,2019-3-15,3564536.2,IL15
0.115226,451.29272,2.0,670.406,CD8,18.812462,2019-3-15,2902776.2,IL15
0.038409,331.8352,2.0,52.76276,CD8,3.8669188,2019-3-15,1386975.6,IL15
0.012803,33.003906,2.0,46.62207,CD8,4.0612392,2019-3-15,1273403.1,IL15
0.004268,133.98706,2.0,427.85526,CD8,12.221621,2019-3-15,1500967.8,IL15
0.001423,0.0,2.0,757.53845,CD8,16.924414,2019-3-15,1516367.1,IL15
0.000474,254.35742,2.0,9.853753,CD8,1.3988776,2019-3-15,1216391.2,IL15
84.0,6173.4023,1.0,0.8702154,NK,0.44180673,2019-3-15,10392565.0,IL15
28.0,6655.046,1.0,2.9588675,NK,1.0097911,2019-3-15,12901003.0,IL15
9.333333,6586.8535,1.0,1.8328876,NK,0.6770748,2019-3-15,13216140.0,IL15
3.111,6648.083,1.0,2.1790051,NK,0.8495219,2019-3-15,10625003.0,IL15
1.037037,4743.628,1.0,5.11728,NK,1.2847558,2019-3-15,7300125.5,IL15
0.345679,997.3159,1.0,3.5214005,NK,1.1803026,2019-3-15,2487923.5,IL15
0.115226,434.1338,1.0,4.9223275,NK,1.676718,2019-3-15,2336578.0,IL15
0.038409,292.87793,1.0,4.2836943,NK,1.5500512,2019-3-15,2087270.8,IL15
0.012803,227.16602,1.0,4.454547,NK,1.6227999,2019-3-15,2266778.2,IL15
0.004268,140.6914,1.0,4.0208397,NK,1.5151244,2019-3-15,2109519.8,IL15
0.001423,22.23291,1.0,3.5075126,NK,1.4038688,2019-3-15,2054390.5,IL15
0.000474,0.0,1.0,3.4147449,NK,1.5794315,2019-3-15,2507306.2,IL15
84.0,10059.053,1.0,1.8010535,CD8,0.66608685,2019-3-15,35967624.0,IL15
28.0,10178.035,1.0,0.8385997,CD8,0.5435021,2019-3-15,36398948.0,IL15
9.333333,10371.432,1.0,2.5383034,CD8,0.74057424,2019-3-15,37781224.0,IL15
3.111,9755.458,1.0,1.1002021,CD8,0.6417861,2019-3-15,32677964.0,IL15
1.037037,4841.2197,1.0,2.16124,CD8,1.0801302,2019-3-15,12399541.0,IL15
0.345679,1378.1375,1.0,5.034728,CD8,1.6615543,2019-3-15,2734219.2,IL15
0.115226,525.6609,1.0,14.067242,CD8,1.6750735,2019-3-15,958680.5,IL15
0.038409,438.22144,1.0,21.772024,CD8,2.2097917,2019-3-15,918836.75,IL15
0.012803,255.19702,1.0,1.0582056,CD8,0.64763147,2019-3-15,666455.94,IL15
0.004268,202.67163,1.0,29.423748,CD8,2.5818498,2019-3-15,764762.2,IL15
0.001423,0.0,1.0,164.51834,CD8,5.927831,2019-3-15,751137.75,IL15
0.000474,52.226074,1.0,36.744144,CD8,2.9508498,2019-3-15,745090.44,IL15
84.0,6435.297,0.5,0.5449233,NK,0.44059703,2019-3-15,13249826.0,IL15
28.0,6227.4316,0.5,1.2814627,NK,0.5875666,2019-3-15,14103485.0,IL15
9.333333,6402.255,0.5,0.3311801,NK,0.3868656,2019-3-15,12751088.0,IL15
3.111,6733.3184,0.5,2.5438137,NK,0.82821196,2019-3-15,15194632.0,IL15
1.037037,5199.42,0.5,6.3051643,NK,1.5232948,2019-3-15,9658876.0,IL15
0.345679,441.94238,0.5,3.5029173,NK,1.4373096,2019-3-15,2947650.2,IL15
0.115226,213.8706,0.5,2.736905,NK,1.2875977,2019-3-15,2143000.0,IL15
0.038409,159.97559,0.5,2.1251292,NK,1.1538013,2019-3-15,1911141.5,IL15
0.012803,59.481445,0.5,1.1384249,NK,0.84159166,2019-3-15,1646781.4,IL15
0.004268,8.584961,0.5,4.003991,NK,1.4711554,2019-3-15,1958110.9,IL15
0.001423,114.9707,0.5,2.018381,NK,1.0541891,2019-3-15,1806258.5,IL15
0.000474,0.0,0.5,8.723149,NK,1.9354086,2019-3-15,2374636.8,IL15
84.0,12748.159,0.5,3.0529923,CD8,0.7952206,2019-3-15,47878020.0,IL15
28.0,12929.021,0.5,1.0511813,CD8,0.5826733,2019-3-15,47987228.0,IL15
9.333333,12440.748,0.5,1.9155984,CD8,0.6589555,2019-3-15,44032950.0,IL15
3.111,12661.245,0.5,0.5831704,CD8,0.3540622,2019-3-15,42543200.0,IL15
1.037037,7469.176,0.5,1.4696193,CD8,0.9044811,2019-3-15,24614056.0,IL15
0.345679,514.44727,0.5,8.589469,CD8,1.9096764,2019-3-15,2260913.8,IL15
0.115226,283.81665,0.5,8.578532,CD8,1.384624,2019-3-15,1164706.6,IL15
0.038409,222.37012,0.5,88.87502,CD8,5.2931166,2019-3-15,1431568.4,IL15
0.012803,203.7273,0.5,9.476789,CD8,1.4246587,2019-3-15,1065257.0,IL15
0.004268,241.7312,0.5,58.309505,CD8,3.2787766,2019-3-15,1129801.8,IL15
0.001423,163.89941,0.5,27.516855,CD8,2.739439,2019-3-15,1198639.0,IL15
0.000474,0.0,0.5,3.6382432,CD8,1.0690548,2019-3-15,961272.3,IL15
84.0,2953.3953,4.0,0.7857816,NK,0.7607711,2019-3-27,4778551.0,IL2
28.0,3198.2117,4.0,0.4889822,NK,0.86892194,2019-3-27,6304316.5,IL2
9.333333,2667.1204,4.0,9.893011,NK,2.0639663,2019-3-27,5152947.0,IL2
3.111,2514.719,4.0,1.6876869,NK,1.0673115,2019-3-27,4429112.5,IL2
1.037037,2402.447,4.0,1.6364517,NK,1.1800243,2019-3-27,5278371.5,IL2
0.345679,2254.297,4.0,1.2974072,NK,1.0425698,2019-3-27,4376041.0,IL2
0.115226,1398.8142,4.0,2.3332472,NK,1.4091393,2019-3-27,4063785.0,IL2
0.038409,525.4265,4.0,5.948148,NK,1.9660612,2019-3-27,3301906.0,IL2
0.012803,281.94995,4.0,5.452009,NK,2.0211222,2019-3-27,3121195.5,IL2
0.004268,190.23657,4.0,2.3715382,NK,1.3222857,2019-3-27,2146523.0,IL2
0.001423,68.03833,4.0,3.3941627,NK,1.5866691,2019-3-27,2188770.8,IL2
0.000474,0.0,4.0,2.7910562,NK,1.4159094,2019-3-27,1967955.5,IL2
84.0,5474.1245,4.0,26.641489,CD8,2.4433537,2019-3-27,21796418.0,IL2
28.0,5322.7617,4.0,242.79596,CD8,8.048327,2019-3-27,26157326.0,IL2
9.333333,5245.1167,4.0,3.55891,CD8,1.384232,2019-3-27,21372030.0,IL2
3.111,4194.126,4.0,3.4574409,CD8,1.4862565,2019-3-27,15168143.0,IL2
1.037037,3265.314,4.0,1064.281,CD8,21.653402,2019-3-27,21333072.0,IL2
0.345679,1857.5247,4.0,13.103811,CD8,3.0673401,2019-3-27,9040212.0,IL2
0.115226,1207.6777,4.0,16.138788,CD8,3.6050766,2019-3-27,8795505.0,IL2
0.038409,648.6233,4.0,27.385105,CD8,4.6024094,2019-3-27,5496162.0,IL2
0.012803,302.76318,4.0,40.04291,CD8,4.9855533,2019-3-27,2142032.8,IL2
0.004268,147.34119,4.0,86.28064,CD8,6.901662,2019-3-27,1237275.0,IL2
0.001423,71.98987,4.0,82.13612,CD8,6.0645633,2019-3-27,888976.6,IL2
0.000474,0.0,4.0,120.782455,CD8,6.332965,2019-3-27,626903.06,IL2
84.0,3454.4407,2.0,0.9089532,NK,0.7058495,2019-3-27,5144098.0,IL2
28.0,3897.5706,2.0,1.2468772,NK,0.96820325,2019-3-27,5613552.0,IL2
9.333333,3379.735,2.0,2.0889673,NK,0.85546523,2019-3-27,5119010.5,IL2
3.111,3130.1921,2.0,0.44414115,NK,0.79392666,2019-3-27,5014973.5,IL2
1.037037,1932.4968,2.0,3.7243342,NK,1.385017,2019-3-27,4109317.5,IL2
0.345679,827.6848,2.0,5.4872475,NK,1.8053967,2019-3-27,3718180.8,IL2
0.115226,741.81274,2.0,5.32915,NK,2.0450284,2019-3-27,4439554.5,IL2
0.038409,421.2566,2.0,5.8346624,NK,1.9725531,2019-3-27,2726897.5,IL2
0.012803,204.52783,2.0,3.104056,NK,1.5585628,2019-3-27,2097694.0,IL2
0.004268,0.0,2.0,4.3120313,NK,1.8066657,2019-3-27,2198078.8,IL2
0.001423,140.79004,2.0,3.2388701,NK,1.6734682,2019-3-27,2700544.8,IL2
0.000474,53.23413,2.0,5.7345905,NK,1.9000008,2019-3-27,2234531.2,IL2
84.0,5062.1504,2.0,226.47443,CD8,7.349384,2019-3-27,23915786.0,IL2
28.0,4907.496,2.0,3.228767,CD8,1.2881848,2019-3-27,19049254.0,IL2
9.333333,4365.382,2.0,4.268217,CD8,1.4861315,2019-3-27,16758951.0,IL2
3.111,3571.369,2.0,7.8624125,CD8,2.109138,2019-3-27,14543577.0,IL2
1.037037,1714.6367,2.0,11.789437,CD8,3.0105457,2019-3-27,8826011.0,IL2
0.345679,688.4595,2.0,24.982008,CD8,4.2054563,2019-3-27,4566625.0,IL2
0.115226,563.56445,2.0,30.670609,CD8,4.628414,2019-3-27,4066361.0,IL2
0.038409,569.71265,2.0,39.408756,CD8,5.2873282,2019-3-27,3273013.8,IL2
0.012803,0.0,2.0,126.419556,CD8,7.766522,2019-3-27,803786.25,IL2
0.004268,131.7113,2.0,3655.2632,CD8,52.907104,2019-3-27,3225264.0,IL2
0.001423,46.635864,2.0,78.87747,CD8,5.5068455,2019-3-27,691795.6,IL2
0.000474,25.870605,2.0,5195.499,CD8,68.45026,2019-3-27,4865031.5,IL2
84.0,3605.0708,1.0,1.2380204,NK,0.9172241,2019-3-27,5303526.5,IL2
28.0,4133.58,1.0,2.4989738,NK,1.4437431,2019-3-27,7769428.5,IL2
9.333333,3789.7407,1.0,0.71828794,NK,0.7529708,2019-3-27,5870128.5,IL2
3.111,3356.4043,1.0,1.8378296,NK,1.0992886,2019-3-27,5639765.5,IL2
1.037037,1151.459,1.0,2.4052114,NK,1.3103527,2019-3-27,3197726.8,IL2
0.345679,954.4292,1.0,4.383938,NK,1.8556507,2019-3-27,6081611.5,IL2
0.115226,681.2783,1.0,6.915552,NK,2.374869,2019-3-27,5396567.0,IL2
0.038409,55.266113,1.0,2.7729568,NK,1.5089378,2019-3-27,2141093.8,IL2
0.012803,44.507324,1.0,3.0033894,NK,1.5542439,2019-3-27,2350489.5,IL2
0.004268,0.0,1.0,2.7414494,NK,1.5478162,2019-3-27,2336407.5,IL2
0.001423,259.03174,1.0,2.2348728,NK,1.5005459,2019-3-27,2883848.0,IL2
0.000474,100.45752,1.0,2.5584502,NK,1.5057771,2019-3-27,2655504.8,IL2
84.0,4764.286,1.0,1.52038,CD8,0.9113677,2019-3-27,13009903.0,IL2
28.0,5566.8877,1.0,1.9307971,CD8,0.9592486,2019-3-27,16098748.0,IL2
9.333333,4958.4326,1.0,1.4183116,CD8,0.9320288,2019-3-27,13911118.0,IL2
3.111,4150.354,1.0,3.6317172,CD8,1.4611207,2019-3-27,13401429.0,IL2
1.037037,2243.742,1.0,7.1260576,CD8,2.4642076,2019-3-27,14749361.0,IL2
0.345679,482.99695,1.0,2937.2683,CD8,43.736485,2019-3-27,9387733.0,IL2
0.115226,352.20117,1.0,48.903736,CD8,5.71824,2019-3-27,2478984.0,IL2
0.038409,353.5398,1.0,118.48592,CD8,8.438301,2019-3-27,1904706.1,IL2
0.012803,0.0,1.0,46.853077,CD8,3.898202,2019-3-27,475537.84,IL2
0.004268,152.3894,1.0,51.160114,CD8,4.854453,2019-3-27,709956.4,IL2
0.001423,266.96228,1.0,58.590446,CD8,4.9905233,2019-3-27,795741.5,IL2
0.000474,17.949097,1.0,24.30974,CD8,2.4159527,2019-3-27,420821.62,IL2
84.0,4071.8147,0.5,2.2136683,NK,0.59179103,2019-3-27,4825347.5,IL2
28.0,4038.2874,0.5,0.5665946,NK,0.72209084,2019-3-27,5053201.0,IL2
9.333333,4542.587,0.5,1.2527351,NK,0.74188954,2019-3-27,5877239.5,IL2
3.111,4182.615,0.5,1.3707075,NK,0.81365174,2019-3-27,5819813.0,IL2
1.037037,1774.0261,0.5,4.1116204,NK,1.7541231,2019-3-27,7364020.0,IL2
0.345679,490.469,0.5,7.212949,NK,2.205328,2019-3-27,3158254.2,IL2
0.115226,355.48218,0.5,5.04615,NK,2.0494714,2019-3-27,3509795.2,IL2
0.038409,63.963135,0.5,6.3770037,NK,2.043213,2019-3-27,2384741.2,IL2
0.012803,124.631836,0.5,3.008131,NK,1.4895915,2019-3-27,2344421.2,IL2
0.004268,166.92896,0.5,2.732544,NK,1.4175955,2019-3-27,2082508.0,IL2
0.001423,63.40454,0.5,5.21589,NK,1.9285731,2019-3-27,2253254.0,IL2
0.000474,0.0,0.5,4.102873,NK,1.62003,2019-3-27,2080024.5,IL2
84.0,7174.1504,0.5,2.255804,CD8,0.9881287,2019-3-27,21785092.0,IL2
28.0,7013.1074,0.5,1.174417,CD8,0.81116,2019-3-27,23114082.0,IL2
9.333333,6722.173,0.5,1.3493972,CD8,0.87874115,2019-3-27,20303974.0,IL2
3.111,4994.204,0.5,2.437653,CD8,1.3357391,2019-3-27,18680470.0,IL2
1.037037,1810.5498,0.5,9.944952,CD8,2.951236,2019-3-27,14487888.0,IL2
0.345679,394.08118,0.5,59.66961,CD8,6.109656,2019-3-27,2204050.8,IL2
0.115226,387.90527,0.5,75.26652,CD8,6.7864385,2019-3-27,1701187.0,IL2
0.038409,271.55176,0.5,76.00881,CD8,6.168019,2019-3-27,922556.25,IL2
0.012803,103.07434,0.5,105.43707,CD8,6.988176,2019-3-27,654910.25,IL2
0.004268,247.58447,0.5,260.7549,CD8,10.785785,2019-3-27,915770.3,IL2
0.001423,209.89844,0.5,129.369,CD8,7.346394,2019-3-27,700335.3,IL2
0.000474,0.0,0.5,25.719448,CD8,2.139929,2019-3-27,332986.25,IL2
84.0,2675.1343,4.0,2.2411432,NK,1.2393245,2019-3-27,4922464.0,IL15
28.0,2185.1099,4.0,1.8311143,NK,1.1534711,2019-3-27,3300566.5,IL15
9.333333,2550.81,4.0,0.6325755,NK,0.69873136,2019-3-27,4431613.5,IL15
3.111,3155.52,4.0,0.87521935,NK,0.91941494,2019-3-27,4986386.5,IL15
1.037037,2716.35,4.0,0.36476898,NK,0.8208092,2019-3-27,4495654.5,IL15
0.345679,3330.5962,4.0,0.51651645,NK,0.67974347,2019-3-27,3787301.5,IL15
0.115226,2129.3862,4.0,2.6591868,NK,1.3034444,2019-3-27,4215885.5,IL15
0.038409,1111.189,4.0,1.651475,NK,1.1411682,2019-3-27,3166279.8,IL15
0.012803,227.68774,4.0,3.2050428,NK,1.3902563,2019-3-27,2073809.8,IL15
0.004268,106.72656,4.0,2.8810406,NK,1.7055813,2019-3-27,2556200.8,IL15
0.001423,19.900879,4.0,2.1639462,NK,1.3731488,2019-3-27,2024505.0,IL15
0.000474,0.0,4.0,3.684774,NK,1.6650892,2019-3-27,1776430.2,IL15
84.0,3551.378,4.0,1.5350456,CD8,0.9936928,2019-3-27,9585237.0,IL15
28.0,4074.934,4.0,2.4685225,CD8,1.1399553,2019-3-27,11324710.0,IL15
9.333333,4607.064,4.0,1.851479,CD8,1.0512141,2019-3-27,14595346.0,IL15
3.111,4695.6655,4.0,1.4923091,CD8,0.9946001,2019-3-27,14287189.0,IL15
1.037037,5001.224,4.0,1.0194979,CD8,0.8861838,2019-3-27,15583491.0,IL15
0.345679,3647.5537,4.0,1.9278388,CD8,1.0730857,2019-3-27,9224209.0,IL15
0.115226,1962.3473,4.0,7.211402,CD8,2.106543,2019-3-27,5048413.0,IL15
0.038409,616.3927,4.0,47.994984,CD8,4.7932506,2019-3-27,1628934.5,IL15
0.012803,162.526,4.0,137.93869,CD8,7.292603,2019-3-27,742287.7,IL15
0.004268,39.387695,4.0,98.66614,CD8,5.9922037,2019-3-27,573448.25,IL15
0.001423,169.29004,4.0,58.68712,CD8,5.1049504,2019-3-27,771198.6,IL15
0.000474,0.0,4.0,104.95135,CD8,5.6393023,2019-3-27,482710.2,IL15
84.0,3254.661,2.0,1.8374114,NK,1.2272809,2019-3-27,5914114.5,IL15
28.0,3657.7004,2.0,0.6722901,NK,0.7608996,2019-3-27,5293103.0,IL15
9.333333,4174.3564,2.0,3.331276,NK,1.3566515,2019-3-27,6096338.5,IL15
3.111,3427.7117,2.0,1.807632,NK,0.86174685,2019-3-27,4165622.2,IL15
1.037037,3252.8625,2.0,0.11790943,NK,0.5369722,2019-3-27,5182447.0,IL15
0.345679,1824.1956,2.0,1.9531522,NK,1.313067,2019-3-27,3925170.5,IL15
0.115226,472.2998,2.0,2.4132028,NK,1.4828823,2019-3-27,2575024.8,IL15
0.038409,315.32373,2.0,3.4582496,NK,1.6589078,2019-3-27,2375102.8,IL15
0.012803,224.80054,2.0,5.340253,NK,1.9510528,2019-3-27,2174873.2,IL15
0.004268,191.75684,2.0,1.133091,NK,1.1936926,2019-3-27,2313181.0,IL15
0.001423,0.0,2.0,1.505837,NK,1.2617042,2019-3-27,1762493.1,IL15
0.000474,142.21948,2.0,2.6074343,NK,1.5732336,2019-3-27,2246220.2,IL15
84.0,3822.9724,2.0,2.4804387,CD8,1.0861832,2019-3-27,9609421.0,IL15
28.0,4672.1514,2.0,1.3057399,CD8,0.90392953,2019-3-27,13334258.0,IL15
9.333333,5595.1123,2.0,1.633882,CD8,0.90899587,2019-3-27,17689328.0,IL15
3.111,4572.585,2.0,2.647788,CD8,1.1242298,2019-3-27,13034052.0,IL15
1.037037,2575.4805,2.0,9.140305,CD8,1.8364199,2019-3-27,5664866.5,IL15
0.345679,752.88745,2.0,36.486492,CD8,3.958856,2019-3-27,1439013.4,IL15
0.115226,509.41943,2.0,47.855087,CD8,4.7094727,2019-3-27,980293.9,IL15
0.038409,232.25037,2.0,403.51947,CD8,13.306218,2019-3-27,703502.4,IL15
0.012803,180.56567,2.0,74.636154,CD8,4.560488,2019-3-27,471844.1,IL15
0.004268,97.7229,2.0,13.961855,CD8,1.9705011,2019-3-27,377745.34,IL15
0.001423,30.485352,2.0,55.99647,CD8,3.7184856,2019-3-27,358429.75,IL15
0.000474,0.0,2.0,52.4942,CD8,3.4298322,2019-3-27,359823.8,IL15
84.0,3551.3723,1.0,1.5432501,NK,0.7045693,2019-3-27,4089373.0,IL15
28.0,3869.0793,1.0,0.032171488,NK,0.37970886,2019-3-27,5004744.5,IL15
9.333333,4112.9883,1.0,1.2931156,NK,0.6870221,2019-3-27,7374318.0,IL15
3.111,4434.801,1.0,0.25984502,NK,0.117277056,2019-3-27,5279445.0,IL15
1.037037,4091.052,1.0,0.7126863,NK,0.92689484,2019-3-27,5194073.5,IL15
0.345679,684.7737,1.0,3.863731,NK,1.7681056,2019-3-27,3162585.0,IL15
0.115226,379.92578,1.0,1.8291535,NK,1.4438038,2019-3-27,2285222.8,IL15
0.038409,368.17383,1.0,1.9295607,NK,1.4074575,2019-3-27,2270397.8,IL15
0.012803,251.62231,1.0,3.8389134,NK,1.8404882,2019-3-27,2303925.5,IL15
0.004268,320.9939,1.0,1.4107399,NK,1.404652,2019-3-27,2806751.8,IL15
0.001423,463.4348,1.0,1.712194,NK,1.316538,2019-3-27,2585813.5,IL15
0.000474,0.0,1.0,2.0853324,NK,1.4080302,2019-3-27,1744899.0,IL15
84.0,4315.84,1.0,4.231579,CD8,1.0507135,2019-3-27,11493511.0,IL15
28.0,4518.7256,1.0,0.53275037,CD8,0.7181032,2019-3-27,12087996.0,IL15
9.333333,4822.2754,1.0,1.1300364,CD8,0.78806955,2019-3-27,13957023.0,IL15
3.111,4964.626,1.0,1.261795,CD8,0.8304767,2019-3-27,14945683.0,IL15
1.037037,2962.2175,1.0,5.1837854,CD8,1.5928351,2019-3-27,7925943.5,IL15
0.345679,75.16113,1.0,139.23305,CD8,6.4017835,2019-3-27,653573.6,IL15
0.115226,159.15466,1.0,64.842896,CD8,4.941022,2019-3-27,752764.25,IL15
0.038409,150.45483,1.0,33.775936,CD8,3.6725965,2019-3-27,636205.5,IL15
0.012803,0.0,1.0,61.119286,CD8,4.387824,2019-3-27,594357.75,IL15
0.004268,73.131714,1.0,10.043923,CD8,1.8230135,2019-3-27,481490.38,IL15
0.001423,170.74927,1.0,67.46905,CD8,5.7039986,2019-3-27,901121.0,IL15
0.000474,29.72644,1.0,31.345528,CD8,3.331893,2019-3-27,537347.94,IL15
84.0,2508.3318,4.0,1.2618289,NK,1.2196281,2019-4-18,4470113.5,IL2
28.0,2111.3494,4.0,1.6797495,NK,1.2176923,2019-4-18,4617509.5,IL2
9.333333,2107.4075,4.0,1.1048331,NK,1.0402538,2019-4-18,4598386.5,IL2
3.111,1954.0593,4.0,2.5834374,NK,1.5459954,2019-4-18,4935382.0,IL2
1.037037,974.80005,4.0,2.740943,NK,1.6096808,2019-4-18,3751730.8,IL2
0.345679,748.07715,4.0,1.5599623,NK,1.4454681,2019-4-18,4512897.5,IL2
0.115226,421.82593,4.0,4.2722707,NK,1.8591498,2019-4-18,3113226.2,IL2
0.038409,0.0,4.0,5.421591,NK,1.8815238,2019-4-18,1465299.4,IL2
0.012803,394.32373,4.0,2.331925,NK,1.4307847,2019-4-18,3451144.0,IL2
0.004268,764.3782,4.0,0.756701,NK,1.2791862,2019-4-18,3971396.8,IL2
0.001423,650.1282,4.0,1.4458718,NK,1.4279617,2019-4-18,3643200.8,IL2
0.000474,293.12817,4.0,2.549652,NK,1.4620059,2019-4-18,2680053.8,IL2
84.0,5089.178,4.0,95.20487,CD8,6.065352,2019-4-18,15305838.0,IL2
28.0,4348.9233,4.0,17.231792,CD8,2.3821318,2019-4-18,10441432.0,IL2
9.333333,3158.372,4.0,5.1430807,CD8,1.7572792,2019-4-18,7326724.0,IL2
3.111,3024.9385,4.0,2.6037188,CD8,1.3124269,2019-4-18,6346448.0,IL2
1.037037,617.2677,4.0,19.70704,CD8,3.8348975,2019-4-18,2840192.2,IL2
0.345679,321.93848,4.0,68.93848,CD8,6.367411,2019-4-18,1928635.4,IL2
0.115226,179.89539,4.0,22.18656,CD8,3.7965965,2019-4-18,755676.25,IL2
0.038409,39.47632,4.0,22.71788,CD8,2.9214206,2019-4-18,350941.16,IL2
0.012803,0.0,4.0,34.678474,CD8,3.3685834,2019-4-18,300729.9,IL2
0.004268,58.723145,4.0,167.35802,CD8,8.588002,2019-4-18,412780.25,IL2
0.001423,89.446045,4.0,19.584345,CD8,2.6609771,2019-4-18,322108.16,IL2
0.000474,170.46948,4.0,127.0011,CD8,10.3932085,2019-4-18,2674439.2,IL2
84.0,2682.3958,2.0,11.94369,NK,2.6010284,2019-4-18,6571372.0,IL2
28.0,2061.3499,2.0,0.8254304,NK,1.2346066,2019-4-18,5504061.0,IL2
9.333333,2082.6125,2.0,1.1529617,NK,0.9973753,2019-4-18,4368952.5,IL2
3.111,1727.4314,2.0,1.2669482,NK,1.059473,2019-4-18,4961320.0,IL2
1.037037,326.4912,2.0,0.7823708,NK,1.3012949,2019-4-18,4894044.5,IL2
0.345679,230.58398,2.0,0.84359336,NK,1.307307,2019-4-18,4564071.0,IL2
0.115226,525.77954,2.0,-0.010072708,NK,1.0401565,2019-4-18,5746597.0,IL2
0.038409,219.93188,2.0,-0.040519,NK,1.0414535,2019-4-18,4084051.8,IL2
0.012803,547.9065,2.0,-0.41787314,NK,0.92151827,2019-4-18,5576807.0,IL2
0.004268,0.0,2.0,1.2456388,NK,1.3535932,2019-4-18,3766616.2,IL2
0.001423,344.04297,2.0,0.24179268,NK,1.1714404,2019-4-18,4872033.5,IL2
0.000474,323.49268,2.0,0.965683,NK,1.2986994,2019-4-18,4588382.5,IL2
84.0,3838.07,2.0,2.4963965,CD8,1.1081331,2019-4-18,7652689.0,IL2
28.0,3577.737,2.0,38.944374,CD8,4.1152697,2019-4-18,9510621.0,IL2
9.333333,3618.451,2.0,158.80286,CD8,9.517146,2019-4-18,11537576.0,IL2
3.111,1732.8582,2.0,91.68839,CD8,6.839161,2019-4-18,5259324.0,IL2
1.037037,388.0287,2.0,26.088064,CD8,4.2036433,2019-4-18,1701515.1,IL2
0.345679,42.28235,2.0,12.868484,CD8,2.3683748,2019-4-18,321425.66,IL2
0.115226,18.18103,2.0,12.73239,CD8,2.4535913,2019-4-18,316873.28,IL2
0.038409,58.41272,2.0,13.560932,CD8,2.3983338,2019-4-18,264943.78,IL2
0.012803,0.0,2.0,6.1096144,CD8,1.4389645,2019-4-18,235167.89,IL2
0.004268,6.0686035,2.0,9.88168,CD8,2.0352654,2019-4-18,312783.97,IL2
0.001423,19.621948,2.0,25.532467,CD8,3.0544558,2019-4-18,333275.56,IL2
0.000474,101.17493,2.0,11.592856,CD8,2.3663216,2019-4-18,322393.7,IL2
84.0,2718.434,1.0,1.1300106,NK,1.1758112,2019-4-18,6035668.5,IL2
28.0,3013.876,1.0,1.145854,NK,0.9299883,2019-4-18,6288862.5,IL2
9.333333,2674.0918,1.0,0.6182568,NK,1.0046585,2019-4-18,5943261.0,IL2
3.111,2371.912,1.0,0.3821435,NK,0.9922596,2019-4-18,6435588.5,IL2
1.037037,535.1924,1.0,4.5571012,NK,1.9312894,2019-4-18,5842171.5,IL2
0.345679,87.42554,1.0,1.9573746,NK,1.661003,2019-4-18,3348323.5,IL2
0.115226,251.65063,1.0,0.44487596,NK,1.2077882,2019-4-18,3537814.8,IL2
0.038409,239.17456,1.0,0.65449166,NK,1.2453147,2019-4-18,4083539.2,IL2
0.012803,0.0,1.0,0.24690366,NK,1.200615,2019-4-18,2877463.0,IL2
0.004268,218.34521,1.0,5.156889,NK,1.9836065,2019-4-18,4160190.8,IL2
0.001423,26.650635,1.0,1.3871651,NK,1.3389972,2019-4-18,2865830.5,IL2
0.000474,569.49365,1.0,-0.56767726,NK,0.8216319,2019-4-18,4293707.5,IL2
