Dose,Mean,Time,Kurtosis,Cell,Skew,Date,Variance,Ligand
0.000474,157.58362,4.0,1679.1655,CD8,39.186474,2019-5-02,3545606.2,H16N N-term
84.0,1776.9395,2.0,0.21784067,NK,1.0144018,2019-5-02,4841862.0,H16N N-term
28.0,1187.5181,2.0,2.9305434,NK,1.6309692,2019-5-02,3581399.2,H16N N-term
9.333333,729.21436,2.0,2.6586409,NK,1.590679,2019-5-02,3528341.5,H16N N-term
3.111,480.53027,2.0,1.1719661,NK,1.2319685,2019-5-02,2543329.2,H16N N-term
1.037037,406.65454,2.0,2.2327442,NK,1.4588038,2019-5-02,4006738.2,H16N N-term
0.345679,551.16113,2.0,2.193987,NK,1.5888175,2019-5-02,3944895.5,H16N N-term
0.115226,0.0,2.0,4.873124,NK,2.0052848,2019-5-02,2521069.0,H16N N-term
0.038409,66.40625,2.0,2.6726904,NK,1.6242354,2019-5-02,2735999.2,H16N N-term
0.012803,386.6372,2.0,1.7875161,NK,1.4920672,2019-5-02,3507908.2,H16N N-term
0.004268,498.82764,2.0,7.0494184,NK,2.33562,2019-5-02,5254727.5,H16N N-term
0.001423,177.30884,2.0,2.7755442,NK,1.6823993,2019-5-02,3471655.2,H16N N-term
0.000474,299.7351,2.0,3.7701921,NK,1.9263365,2019-5-02,4373931.5,H16N N-term
84.0,1161.2823,2.0,60.233814,CD8,5.233542,2019-5-02,1944397.9,H16N N-term
28.0,584.4037,2.0,62.59391,CD8,5.2923603,2019-5-02,1155038.6,H16N N-term
9.333333,378.10217,2.0,13.617313,CD8,2.814446,2019-5-02,825413.9,H16N N-term
3.111,391.12756,2.0,10.876455,CD8,2.5654733,2019-5-02,777116.7,H16N N-term
1.037037,325.7511,2.0,19.212112,CD8,3.4532595,2019-5-02,953292.2,H16N N-term
0.345679,0.0,2.0,15.133308,CD8,2.7234359,2019-5-02,510255.66,H16N N-term
0.115226,54.742676,2.0,3.0449095,CD8,1.1882248,2019-5-02,358605.53,H16N N-term
0.038409,143.30188,2.0,23.189743,CD8,3.2879684,2019-5-02,549979.2,H16N N-term
0.012803,74.45154,2.0,44.331528,CD8,4.2298975,2019-5-02,420434.22,H16N N-term
0.004268,5.628418,2.0,1.2975779,CD8,0.834465,2019-5-02,287249.4,H16N N-term
0.001423,9.408081,2.0,0.95419955,CD8,0.5590451,2019-5-02,310431.25,H16N N-term
0.000474,57.898804,2.0,19.395445,CD8,3.0710435,2019-5-02,475032.97,H16N N-term
84.0,1613.3982,1.0,0.21754408,NK,0.560882,2019-5-02,3089821.5,H16N N-term
28.0,820.5193,1.0,2.7826986,NK,1.6996373,2019-5-02,3819191.2,H16N N-term
9.333333,674.84644,1.0,0.9168713,NK,1.2331578,2019-5-02,3938641.5,H16N N-term
3.111,490.24194,1.0,3.625083,NK,1.6546887,2019-5-02,3233805.2,H16N N-term
1.037037,245.70776,1.0,1.7865944,NK,1.4253219,2019-5-02,2723162.8,H16N N-term
0.345679,431.25122,1.0,2.6516027,NK,1.5831972,2019-5-02,3627802.2,H16N N-term
0.115226,395.91235,1.0,3.1769052,NK,1.6678659,2019-5-02,3887094.2,H16N N-term
0.038409,77.17212,1.0,3.576808,NK,1.791476,2019-5-02,3371234.2,H16N N-term
0.012803,0.8684082,1.0,30.036995,NK,4.3758683,2019-5-02,5953287.0,H16N N-term
0.004268,10.978516,1.0,2.452983,NK,1.716749,2019-5-02,4072798.0,H16N N-term
0.001423,0.0,1.0,2.8516693,NK,1.7340801,2019-5-02,4505721.0,H16N N-term
0.000474,250.84497,1.0,1.8079591,NK,1.5525855,2019-5-02,4938032.0,H16N N-term
84.0,1571.4587,1.0,7.1277437,CD8,1.8814963,2019-5-02,1670315.0,H16N N-term
28.0,922.39014,1.0,12.125691,CD8,2.7764132,2019-5-02,1581201.4,H16N N-term
9.333333,768.0886,1.0,15.297371,CD8,3.2912588,2019-5-02,1323769.9,H16N N-term
3.111,563.5288,1.0,29.047031,CD8,4.2235584,2019-5-02,1172865.5,H16N N-term
1.037037,601.9513,1.0,24.326504,CD8,3.6831384,2019-5-02,930116.5,H16N N-term
0.345679,391.53625,1.0,45.96758,CD8,4.9066906,2019-5-02,897360.7,H16N N-term
0.115226,398.16467,1.0,10.859075,CD8,2.3988838,2019-5-02,617002.5,H16N N-term
0.038409,295.74573,1.0,7.769928,CD8,2.0301976,2019-5-02,508476.56,H16N N-term
0.012803,176.46558,1.0,63.362724,CD8,5.0111513,2019-5-02,434110.28,H16N N-term
0.004268,140.36084,1.0,10.034928,CD8,2.066845,2019-5-02,374460.38,H16N N-term
0.001423,0.0,1.0,0.75123715,CD8,0.6878516,2019-5-02,260362.83,H16N N-term
0.000474,114.38135,1.0,54.18519,CD8,5.8244452,2019-5-02,547482.2,H16N N-term
84.0,1619.362,4.0,3.4691596,NK,1.3818119,2019-5-02,3820938.0,R38Q N-term
28.0,1554.4568,4.0,0.742162,NK,1.0124319,2019-5-02,3376118.2,R38Q N-term
9.333333,1468.0173,4.0,1.3624864,NK,1.2564905,2019-5-02,4503815.0,R38Q N-term
3.111,1312.3801,4.0,1.4823146,NK,1.2088084,2019-5-02,4259025.5,R38Q N-term
1.037037,1535.0222,4.0,7.7870016,NK,2.2318203,2019-5-02,6089241.0,R38Q N-term
0.345679,714.28687,4.0,3.2590032,NK,1.6564806,2019-5-02,4662178.0,R38Q N-term
0.115226,674.8943,4.0,7.2679195,NK,2.1799624,2019-5-02,5782213.5,R38Q N-term
0.038409,382.3777,4.0,2.702794,NK,1.7447556,2019-5-02,4640637.0,R38Q N-term
0.012803,62.372314,4.0,3.0458374,NK,1.793995,2019-5-02,3586764.8,R38Q N-term
0.004268,100.97778,4.0,3.451015,NK,1.8087962,2019-5-02,3743512.2,R38Q N-term
0.001423,116.1438,4.0,2.893806,NK,1.7032338,2019-5-02,4057320.2,R38Q N-term
0.000474,0.0,4.0,5.4001036,NK,2.058198,2019-5-02,3618652.2,R38Q N-term
84.0,3714.332,4.0,-0.71494246,CD8,0.6674108,2019-5-02,5492346.5,R38Q N-term
28.0,3168.0679,4.0,0.74328184,CD8,1.0896802,2019-5-02,7695837.0,R38Q N-term
9.333333,1634.6953,4.0,25.998365,CD8,3.934702,2019-5-02,4445730.5,R38Q N-term
3.111,1733.2961,4.0,51.82596,CD8,6.3404393,2019-5-02,12212924.0,R38Q N-term
1.037037,2401.5183,4.0,93.930214,CD8,9.613896,2019-5-02,154339740.0,R38Q N-term
0.345679,511.73657,4.0,19.874935,CD8,4.0662675,2019-5-02,3793156.8,R38Q N-term
0.115226,298.35364,4.0,11.006129,CD8,3.0475495,2019-5-02,1854261.1,R38Q N-term
0.038409,179.51196,4.0,18.5259,CD8,3.9771483,2019-5-02,1341228.4,R38Q N-term
0.012803,0.0,4.0,31.527325,CD8,4.2402086,2019-5-02,638955.25,R38Q N-term
0.004268,37.185547,4.0,58.22525,CD8,6.1322117,2019-5-02,917479.1,R38Q N-term
0.001423,104.1864,4.0,12.78714,CD8,2.5253842,2019-5-02,564677.5,R38Q N-term
0.000474,127.59985,4.0,284.7876,CD8,15.712902,2019-5-02,3558682.8,R38Q N-term
84.0,2242.4622,2.0,7.673341,NK,2.0572517,2019-5-02,6632258.0,R38Q N-term
28.0,1643.5779,2.0,0.19608831,NK,0.7032995,2019-5-02,3565709.5,R38Q N-term
9.333333,1242.011,2.0,1.4239149,NK,1.4006153,2019-5-02,5142860.0,R38Q N-term
3.111,643.5686,2.0,3.3094974,NK,1.721534,2019-5-02,3760379.0,R38Q N-term
1.037037,408.9485,2.0,2.1235118,NK,1.5041405,2019-5-02,3818356.5,R38Q N-term
0.345679,434.01343,2.0,1.3091927,NK,1.2732323,2019-5-02,3471188.5,R38Q N-term
0.115226,299.70142,2.0,7.4245358,NK,2.3570137,2019-5-02,4543184.0,R38Q N-term
0.038409,101.3291,2.0,2.293027,NK,1.6499721,2019-5-02,3314658.2,R38Q N-term
0.012803,61.598633,2.0,3.4303117,NK,1.888721,2019-5-02,4284494.0,R38Q N-term
0.004268,0.0,2.0,2.8860126,NK,1.65494,2019-5-02,2764142.5,R38Q N-term
0.001423,446.33862,2.0,2.7821212,NK,1.710412,2019-5-02,5129962.0,R38Q N-term
0.000474,153.78564,2.0,2.9547796,NK,1.6188064,2019-5-02,3785013.8,R38Q N-term
84.0,2956.26,2.0,2.0661397,CD8,1.2657299,2019-5-02,3867736.2,R38Q N-term
28.0,1956.832,2.0,8.012031,CD8,1.9210666,2019-5-02,3860488.2,R38Q N-term
9.333333,804.1936,2.0,4.914193,CD8,1.932841,2019-5-02,1529128.6,R38Q N-term
3.111,384.662,2.0,25.521566,CD8,4.224337,2019-5-02,1335271.8,R38Q N-term
1.037037,353.21912,2.0,16.9077,CD8,3.6202176,2019-5-02,1700761.8,R38Q N-term
0.345679,378.28882,2.0,74.424286,CD8,6.80568,2019-5-02,1344676.2,R38Q N-term
0.115226,106.75427,2.0,67.6126,CD8,6.25599,2019-5-02,752322.5,R38Q N-term
0.038409,1387.6777,2.0,6.6525574,CD8,2.5465457,2019-5-02,6558505.0,R38Q N-term
0.012803,199.84668,2.0,30.919338,CD8,4.844036,2019-5-02,1450821.0,R38Q N-term
0.004268,123.02771,2.0,34.141247,CD8,5.0508423,2019-5-02,1181592.2,R38Q N-term
0.001423,0.0,2.0,32.341076,CD8,4.7966814,2019-5-02,878615.44,R38Q N-term
0.000474,34.597168,2.0,21.26904,CD8,3.731045,2019-5-02,621189.44,R38Q N-term
84.0,2371.8198,1.0,3.6538334,NK,1.2371502,2019-5-02,4526086.0,R38Q N-term
28.0,2175.584,1.0,3.085166,NK,1.4526767,2019-5-02,3963926.5,R38Q N-term
9.333333,1729.0024,1.0,7.434992,NK,2.0241413,2019-5-02,6110942.5,R38Q N-term
3.111,579.84033,1.0,2.212947,NK,1.5096557,2019-5-02,4124523.2,R38Q N-term
1.037037,689.7446,1.0,2.299142,NK,1.6220434,2019-5-02,5294326.0,R38Q N-term
0.345679,728.48584,1.0,2.2169905,NK,1.5768203,2019-5-02,5997602.5,R38Q N-term
0.115226,457.38965,1.0,3.0748878,NK,1.8122047,2019-5-02,4569533.0,R38Q N-term
0.038409,165.80103,1.0,2.4857707,NK,1.6623285,2019-5-02,3613780.8,R38Q N-term
0.012803,320.35474,1.0,1.8694129,NK,1.594618,2019-5-02,3762718.0,R38Q N-term
0.004268,174.92358,1.0,2.599512,NK,1.6543181,2019-5-02,3264309.2,R38Q N-term
0.001423,37.115967,1.0,4.32437,NK,1.7971627,2019-5-02,1883557.1,R38Q N-term
0.000474,0.0,1.0,1.6952157,NK,1.1904341,2019-5-02,1831635.1,R38Q N-term
84.0,3035.315,1.0,12.672223,CD8,2.2519383,2019-5-02,5051891.0,R38Q N-term
28.0,2739.393,1.0,0.4773004,CD8,0.7835587,2019-5-02,4186385.2,R38Q N-term
9.333333,826.874,1.0,4.647121,CD8,1.967016,2019-5-02,1851171.9,R38Q N-term
3.111,237.76794,1.0,154.1269,CD8,10.38531,2019-5-02,1721243.2,R38Q N-term
1.037037,328.7229,1.0,151.73026,CD8,10.953732,2019-5-02,2099680.2,R38Q N-term
0.345679,93.59985,1.0,15.899492,CD8,3.3766088,2019-5-02,668113.44,R38Q N-term
0.115226,75.68787,1.0,5.8371954,CD8,1.5565058,2019-5-02,336273.7,R38Q N-term
0.038409,84.59985,1.0,20.665445,CD8,3.0508053,2019-5-02,414548.28,R38Q N-term
0.012803,116.06714,1.0,13.586056,CD8,1.9355714,2019-5-02,326346.9,R38Q N-term
0.004268,116.19495,1.0,60.64441,CD8,5.748879,2019-5-02,614628.56,R38Q N-term
0.001423,62.10547,1.0,44.58673,CD8,4.4026237,2019-5-02,456411.8,R38Q N-term
0.000474,0.0,1.0,1.311666,CD8,0.52937627,2019-5-02,244553.33,R38Q N-term
84.0,2142.12,1.0,1.7916064,NK,0.9856347,2019-5-02,4186832.2,WT N-term
28.0,1590.3643,1.0,1.8046727,NK,1.1994367,2019-5-02,3176131.2,WT N-term
9.333333,522.10205,1.0,2.1743956,NK,1.4835277,2019-5-02,3172949.5,WT N-term
3.111,700.7754,1.0,2.1754198,NK,1.5641937,2019-5-02,4418547.0,WT N-term
1.037037,535.0825,1.0,4.361686,NK,1.9838959,2019-5-02,4630187.0,WT N-term
0.345679,685.17725,1.0,2.428524,NK,1.5471861,2019-5-02,4174944.0,WT N-term
0.115226,142.25,1.0,3.5407348,NK,1.8724446,2019-5-02,3262721.0,WT N-term
0.038409,0.0,1.0,5.3128376,NK,1.9966125,2019-5-02,2506337.0,WT N-term
0.012803,29.294678,1.0,3.4386964,NK,1.8931875,2019-5-02,3105019.0,WT N-term
0.004268,39.78711,1.0,6.6737833,NK,2.3189273,2019-5-02,3252125.0,WT N-term
0.001423,400.3745,1.0,18.3787,NK,3.3306398,2019-5-02,6171794.0,WT N-term
0.000474,161.63867,1.0,3.0085268,NK,1.7970388,2019-5-02,3988814.0,WT N-term
84.0,2282.058,1.0,0.80070615,CD8,0.7503174,2019-5-02,3040869.5,WT N-term
28.0,1762.5027,1.0,2.76585,CD8,1.3191462,2019-5-02,3010789.2,WT N-term
9.333333,313.4027,1.0,17.69701,CD8,3.4397483,2019-5-02,1299179.8,WT N-term
3.111,120.39819,1.0,14.746473,CD8,2.902359,2019-5-02,740052.25,WT N-term
1.037037,359.61084,1.0,13.697947,CD8,3.2284062,2019-5-02,1377399.1,WT N-term
0.345679,115.423706,1.0,15.318132,CD8,3.0578637,2019-5-02,688370.25,WT N-term
0.115226,390.0171,1.0,6.2351704,CD8,2.2692428,2019-5-02,1026974.3,WT N-term
0.038409,101.50403,1.0,48.430286,CD8,4.934526,2019-5-02,594880.7,WT N-term
0.012803,68.83533,1.0,56.44895,CD8,6.425737,2019-5-02,1208589.2,WT N-term
0.004268,65.4093,1.0,70.53753,CD8,6.597421,2019-5-02,1007052.4,WT N-term
0.001423,28.6427,1.0,55.712833,CD8,5.4907928,2019-5-02,579277.8,WT N-term
0.000474,0.0,1.0,19.650328,CD8,3.2665818,2019-5-02,436688.62,WT N-term
84.0,1124.302,4.0,1.4401655,NK,1.2475767,2019-5-02,4565550.5,R38Q/H16N
28.0,758.14575,4.0,1.5259404,NK,1.4800462,2019-5-02,5080464.0,R38Q/H16N
9.333333,395.89722,4.0,3.0217443,NK,1.6449132,2019-5-02,3933676.8,R38Q/H16N
3.111,528.2888,4.0,3.7917647,NK,1.7983003,2019-5-02,4420183.5,R38Q/H16N
1.037037,284.51758,4.0,5.2357626,NK,2.094415,2019-5-02,4379270.0,R38Q/H16N
0.345679,488.2942,4.0,1.9360743,NK,1.537932,2019-5-02,4224996.5,R38Q/H16N
0.115226,218.33228,4.0,3.4532194,NK,1.832818,2019-5-02,3904938.0,R38Q/H16N
0.038409,156.42676,4.0,4.777418,NK,2.0180414,2019-5-02,3708571.2,R38Q/H16N
0.012803,0.0,4.0,4.368089,NK,1.8512502,2019-5-02,2662213.0,R38Q/H16N
0.004268,613.08276,4.0,1.1415639,NK,1.3495102,2019-5-02,5264463.0,R38Q/H16N
0.001423,275.91772,4.0,2.250227,NK,1.6740595,2019-5-02,5020163.0,R38Q/H16N
0.000474,134.47705,4.0,3.7831163,NK,1.8864453,2019-5-02,4375088.5,R38Q/H16N
84.0,879.31213,4.0,7.506096,CD8,2.2492998,2019-5-02,1798115.4,R38Q/H16N
28.0,225.81274,4.0,28.35031,CD8,4.120864,2019-5-02,809278.94,R38Q/H16N
9.333333,126.78491,4.0,68.51641,CD8,6.0216146,2019-5-02,739532.2,R38Q/H16N
3.111,155.54712,4.0,28.899847,CD8,3.543492,2019-5-02,521660.28,R38Q/H16N
1.037037,127.076416,4.0,3.0902133,CD8,1.1670029,2019-5-02,335414.5,R38Q/H16N
0.345679,92.00659,4.0,15.269833,CD8,2.4997718,2019-5-02,362154.03,R38Q/H16N
0.115226,105.24841,4.0,37.027447,CD8,4.053923,2019-5-02,459640.03,R38Q/H16N
0.038409,117.466064,4.0,4.8586383,CD8,1.2834433,2019-5-02,292356.22,R38Q/H16N
0.012803,11.12915,4.0,77.71617,CD8,5.3985724,2019-5-02,375074.7,R38Q/H16N
0.004268,6.836792,4.0,450.1022,CD8,18.031187,2019-5-02,916395.2,R38Q/H16N
0.001423,42.70935,4.0,10.852183,CD8,1.7612658,2019-5-02,295228.25,R38Q/H16N
0.000474,0.0,4.0,259.89426,CD8,12.952447,2019-5-02,873674.25,R38Q/H16N
84.0,865.4563,2.0,2.6579275,NK,1.5073824,2019-5-02,3404810.8,R38Q/H16N
28.0,714.9011,2.0,3.5441523,NK,1.6277726,2019-5-02,3408582.2,R38Q/H16N
9.333333,446.29712,2.0,2.0079827,NK,1.4594634,2019-5-02,3345442.2,R38Q/H16N
3.111,311.09302,2.0,3.6884007,NK,1.8095982,2019-5-02,3377053.8,R38Q/H16N
1.037037,254.04736,2.0,5.4392996,NK,2.1273577,2019-5-02,3881433.8,R38Q/H16N
0.345679,183.55786,2.0,4.2755084,NK,1.7039535,2019-5-02,2473083.8,R38Q/H16N
0.115226,223.25293,2.0,4.3523364,NK,1.7704434,2019-5-02,2599401.5,R38Q/H16N
0.038409,39.90503,2.0,7.136923,NK,2.0278971,2019-5-02,2242288.0,R38Q/H16N
0.012803,0.0,2.0,4.054468,NK,1.7725568,2019-5-02,2868115.2,R38Q/H16N
0.004268,171.41748,2.0,4.5373435,NK,1.8237721,2019-5-02,2617488.2,R38Q/H16N
0.001423,227.28345,2.0,3.5527663,NK,1.8653729,2019-5-02,3648670.0,R38Q/H16N
0.000474,258.61133,2.0,5.6734,NK,2.2738948,2019-5-02,4283139.0,R38Q/H16N
84.0,650.83167,2.0,6.702567,CD8,2.0762246,2019-5-02,1027860.06,R38Q/H16N
28.0,342.93848,2.0,47.5524,CD8,5.260976,2019-5-02,965875.94,R38Q/H16N
9.333333,152.52722,2.0,9.659924,CD8,2.0022862,2019-5-02,386315.25,R38Q/H16N
3.111,77.71948,2.0,1.7870455,CD8,0.6923313,2019-5-02,280182.44,R38Q/H16N
1.037037,54.409668,2.0,17.871494,CD8,2.336539,2019-5-02,337689.53,R38Q/H16N
0.345679,108.753296,2.0,112.43306,CD8,6.2557044,2019-5-02,446717.03,R38Q/H16N
0.115226,109.817505,2.0,39.29768,CD8,4.2371616,2019-5-02,487210.44,R38Q/H16N
0.038409,177.1466,2.0,46.045406,CD8,4.3182435,2019-5-02,453947.22,R38Q/H16N
0.012803,148.9314,2.0,12.414003,CD8,1.8565276,2019-5-02,367071.62,R38Q/H16N
0.004268,141.95288,2.0,29.857956,CD8,3.5388644,2019-5-02,462058.53,R38Q/H16N
0.001423,214.974,2.0,410.62326,CD8,17.882277,2019-5-02,1568348.0,R38Q/H16N
0.000474,0.0,2.0,5.85439,CD8,1.4408737,2019-5-02,322783.62,R38Q/H16N
84.0,1270.5186,1.0,0.9823241,NK,1.3042694,2019-5-02,6564433.0,R38Q/H16N
28.0,694.62256,1.0,2.577979,NK,1.6967907,2019-5-02,5222030.5,R38Q/H16N
9.333333,518.4204,1.0,2.366674,NK,1.7232589,2019-5-02,6058878.5,R38Q/H16N
3.111,228.0564,1.0,1.6360765,NK,1.4093548,2019-5-02,3938259.0,R38Q/H16N
1.037037,447.10303,1.0,1.8810968,NK,1.5385445,2019-5-02,5188667.0,R38Q/H16N
0.345679,118.140625,1.0,3.2276435,NK,1.8604729,2019-5-02,4293180.0,R38Q/H16N
0.115226,265.1958,1.0,2.7975183,NK,1.7878984,2019-5-02,4646854.5,R38Q/H16N
0.038409,41.619873,1.0,4.5215635,NK,2.0752547,2019-5-02,3688734.8,R38Q/H16N
0.012803,0.0,1.0,2.0360775,NK,1.5433882,2019-5-02,3970705.0,R38Q/H16N
0.004268,309.35938,1.0,5.347334,NK,2.1626127,2019-5-02,6825298.5,R38Q/H16N
0.001423,319.98633,1.0,8.283605,NK,2.311349,2019-5-02,5292156.5,R38Q/H16N
0.000474,109.92407,1.0,2.30367,NK,1.6509011,2019-5-02,4391998.0,R38Q/H16N
84.0,522.7988,1.0,6.110574,CD8,2.0743427,2019-5-02,1003017.7,R38Q/H16N
28.0,357.29248,1.0,203.63939,CD8,13.460108,2019-5-02,6350443.5,R38Q/H16N
9.333333,74.217285,1.0,7.364134,CD8,1.8561937,2019-5-02,379051.16,R38Q/H16N
3.111,59.822266,1.0,4.784189,CD8,1.6204312,2019-5-02,372124.03,R38Q/H16N
1.037037,10.299683,1.0,23.436098,CD8,3.0768375,2019-5-02,430707.66,R38Q/H16N
0.345679,29.00354,1.0,0.65006495,CD8,0.56523514,2019-5-02,267970.53,R38Q/H16N
0.115226,16.698608,1.0,0.8660836,CD8,0.54841137,2019-5-02,291413.53,R38Q/H16N
0.038409,8.708496,1.0,34.30531,CD8,4.331283,2019-5-02,535682.6,R38Q/H16N
0.012803,76.19763,1.0,33.223656,CD8,3.6617622,2019-5-02,485294.12,R38Q/H16N
0.004268,151.3529,1.0,27.708796,CD8,4.85127,2019-5-02,1248287.0,R38Q/H16N
0.001423,0.0,1.0,0.73851275,CD8,0.7616667,2019-5-02,220233.33,R38Q/H16N
0.000474,82.40881,1.0,9.955033,CD8,2.2169256,2019-5-02,506163.47,R38Q/H16N
84.0,1446.0732,0.5,1.2130456,NK,1.3187934,2019-5-02,6573361.0,R38Q/H16N
28.0,1048.3486,0.5,2.694497,NK,1.5839074,2019-5-02,6447061.5,R38Q/H16N
9.333333,671.6323,0.5,0.6125505,NK,1.2521485,2019-5-02,5087146.0,R38Q/H16N
3.111,634.6572,0.5,1.6402283,NK,1.3842634,2019-5-02,6168071.5,R38Q/H16N
1.037037,0.0,0.5,3.8620243,NK,1.948051,2019-5-02,3650868.0,R38Q/H16N
0.345679,91.163086,0.5,5.225233,NK,1.9070946,2019-5-02,2887884.8,R38Q/H16N
0.115226,8.956299,0.5,1.6523762,NK,1.5053723,2019-5-02,3230648.0,R38Q/H16N
0.038409,202.76758,0.5,1.3980308,NK,1.4480215,2019-5-02,4072956.2,R38Q/H16N
0.012803,38.898193,0.5,4.877499,NK,2.0403998,2019-5-02,3688448.8,R38Q/H16N
0.004268,284.5664,0.5,2.7549663,NK,1.7334924,2019-5-02,4423814.5,R38Q/H16N
0.001423,36.47461,0.5,3.5863838,NK,1.9797599,2019-5-02,3869750.8,R38Q/H16N
0.000474,424.31934,0.5,1.7236624,NK,1.5217565,2019-5-02,5096393.5,R38Q/H16N
84.0,622.681,0.5,10.249935,CD8,2.4021492,2019-5-02,1199066.9,R38Q/H16N
28.0,407.1704,0.5,11.58682,CD8,3.086288,2019-5-02,1245654.8,R38Q/H16N
9.333333,74.6084,0.5,6.872863,CD8,1.8243935,2019-5-02,381724.16,R38Q/H16N
3.111,99.88635,0.5,4.1449137,CD8,1.1792215,2019-5-02,342907.25,R38Q/H16N
1.037037,6.7651367,0.5,2.8964176,CD8,1.0142761,2019-5-02,297570.8,R38Q/H16N
0.345679,57.463013,0.5,40.95653,CD8,4.6104608,2019-5-02,503471.5,R38Q/H16N
0.115226,63.111206,0.5,18.147018,CD8,2.8221834,2019-5-02,368025.66,R38Q/H16N
0.038409,203.16492,0.5,21.409204,CD8,3.7769434,2019-5-02,709705.06,R38Q/H16N
0.012803,61.25598,0.5,1.1917267,CD8,0.6635415,2019-5-02,260791.58,R38Q/H16N
0.004268,110.46875,0.5,10.903148,CD8,2.2724137,2019-5-02,363010.03,R38Q/H16N
0.001423,111.33179,0.5,109.77021,CD8,8.766635,2019-5-02,759378.94,R38Q/H16N
0.000474,0.0,0.5,2.4456148,CD8,0.869847,2019-5-02,248221.8,R38Q/H16N
84.0,1329.5974,4.0,0.86199474,NK,1.0714784,2019-5-02,2630669.0,WT N-term
28.0,1378.5413,4.0,3.4058175,NK,1.2605302,2019-5-02,2430764.5,WT N-term
9.333333,1347.738,4.0,3.3481874,NK,1.5412415,2019-5-02,2541514.0,WT N-term
3.111,1037.9104,4.0,1.5034385,NK,1.2229558,2019-5-02,2805593.2,WT N-term
1.037037,824.8943,4.0,3.4794846,NK,1.6435369,2019-5-02,3134236.2,WT N-term
0.345679,354.53394,4.0,3.8410964,NK,1.6348802,2019-5-02,2402807.2,WT N-term
0.115226,319.87842,4.0,4.5306387,NK,1.8718092,2019-5-02,2932195.5,WT N-term
0.038409,189.4685,4.0,4.2414184,NK,1.7149572,2019-5-02,2235360.8,WT N-term
0.012803,244.9878,4.0,3.3170724,NK,1.7185905,2019-5-02,2538553.0,WT N-term
0.004268,0.0,4.0,2.2972412,NK,1.3242027,2019-5-02,1615041.0,WT N-term
0.001423,247.37573,4.0,3.8223395,NK,1.6960809,2019-5-02,1978242.4,WT N-term
0.000474,30.901367,4.0,1.1537042,NK,1.2253587,2019-5-02,2337264.2,WT N-term
84.0,2333.622,4.0,1.8000879,CD8,1.165348,2019-5-02,3860215.0,WT N-term
28.0,1891.6056,4.0,2.8643131,CD8,1.3030411,2019-5-02,2923208.0,WT N-term
9.333333,1166.9171,4.0,21.85069,CD8,3.17198,2019-5-02,2550126.8,WT N-term
3.111,572.18274,4.0,9.913572,CD8,2.6666284,2019-5-02,1473106.0,WT N-term
1.037037,328.1045,4.0,48.7136,CD8,5.430271,2019-5-02,1457590.0,WT N-term
0.345679,344.83203,4.0,24.951746,CD8,4.3115487,2019-5-02,1751076.0,WT N-term
0.115226,219.28845,4.0,21.686152,CD8,3.8792813,2019-5-02,1175625.2,WT N-term
0.038409,234.79614,4.0,21.807909,CD8,3.6864204,2019-5-02,801997.44,WT N-term
0.012803,139.19739,4.0,38.962067,CD8,4.6418386,2019-5-02,715726.25,WT N-term
0.004268,107.82568,4.0,15.767839,CD8,2.8564358,2019-5-02,529823.8,WT N-term
0.001423,67.07776,4.0,202.73105,CD8,10.852991,2019-5-02,664598.56,WT N-term
0.000474,0.0,4.0,20.337877,CD8,2.3443575,2019-5-02,326170.38,WT N-term
84.0,1552.4856,4.0,0.91093683,NK,0.9393368,2019-5-02,2702379.5,WT N-term
28.0,1463.2571,4.0,1.1979432,NK,0.86690813,2019-5-02,2222385.8,WT N-term
9.333333,1304.009,4.0,2.1048884,NK,1.1000963,2019-5-02,2204369.8,WT N-term
3.111,928.0867,4.0,1.4108658,NK,0.85373145,2019-5-02,2191234.5,WT N-term
1.037037,754.9719,4.0,198.48926,NK,12.227173,2019-5-02,7354477.0,WT N-term
0.345679,738.11743,4.0,0.85010886,NK,0.9687934,2019-5-02,2004497.6,WT N-term
0.115226,648.0088,4.0,1.7184215,NK,1.1692905,2019-5-02,2310313.0,WT N-term
0.038409,639.0073,4.0,0.81244373,NK,0.9052206,2019-5-02,1953526.1,WT N-term
0.012803,115.89819,4.0,3.367279,NK,1.6983339,2019-5-02,1766520.4,WT N-term
0.004268,115.754395,4.0,3.6614633,NK,1.6824301,2019-5-02,2030749.4,WT N-term
0.001423,145.25781,4.0,4.767288,NK,1.9148835,2019-5-02,2089670.6,WT N-term
0.000474,0.0,4.0,5.3142557,NK,1.6276467,2019-5-02,1472978.2,WT N-term
84.0,931.8274,4.0,5.2631216,CD8,1.6333799,2019-5-02,1282216.6,WT N-term
28.0,1132.7087,4.0,4.640909,CD8,1.621042,2019-5-02,1690169.5,WT N-term
9.333333,420.19836,4.0,6.952243,CD8,1.9164159,2019-5-02,750984.6,WT N-term
3.111,78.40979,4.0,217.99751,CD8,10.65163,2019-5-02,733222.25,WT N-term
1.037037,85.628174,4.0,13.268227,CD8,2.3159485,2019-5-02,426406.8,WT N-term
0.345679,93.16504,4.0,57.033123,CD8,4.611773,2019-5-02,560785.56,WT N-term
0.115226,199.43005,4.0,25.987656,CD8,3.7354968,2019-5-02,670227.25,WT N-term
0.038409,72.91675,4.0,37.994785,CD8,3.3779058,2019-5-02,392975.7,WT N-term
